# retrieved from http://www.ensembl.org/biomart/martview/d81b6aef15e4e70f94d34db8b8f23110?VIRTUALSCHEMANAME=default&ATTRIBUTES=drerio_gene_ensembl.default.homologs.ensembl_gene_id|drerio_gene_ensembl.default.homologs.external_gene_name|drerio_gene_ensembl.default.homologs.mmusculus_homolog_ensembl_gene|drerio_gene_ensembl.default.homologs.mmusculus_homolog_associated_gene_name&FILTERS=drerio_gene_ensembl.default.filters.with_mmusculus_homolog.only&VISIBLEPANEL=attributepanel
Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSDARG00000078772,nbr1b,ENSMUSG00000017119,Nbr1
ENSDARG00000003197,wdr21,ENSMUSG00000021222,Dcaf4
ENSDARG00000083950,RF00593,ENSMUSG00000088219,Gm22077
ENSDARG00000088663,lman2lb,ENSMUSG00000001143,Lman2l
ENSDARG00000101752,plekhg5b,ENSMUSG00000039713,Plekhg5
ENSDARG00000098655,KIF1C,ENSMUSG00000020821,Kif1c
ENSDARG00000099298,xrcc5,ENSMUSG00000026187,Xrcc5
ENSDARG00000104175,CABZ01011209.1,ENSMUSG00000029592,Usp30
ENSDARG00000109254,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000109254,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000114549,fis1,ENSMUSG00000019054,Fis1
ENSDARG00000097660,trappc2,ENSMUSG00000007777,0610009B22Rik
ENSDARG00000104528,cldn10b,ENSMUSG00000022132,Cldn10
ENSDARG00000099111,zgc:175280,ENSMUSG00000041052,Slc7a13
ENSDARG00000099111,zgc:175280,ENSMUSG00000039710,Slc7a12
ENSDARG00000099111,zgc:175280,ENSMUSG00000054753,AU018091
ENSDARG00000099111,zgc:175280,ENSMUSG00000027737,Slc7a11
ENSDARG00000045254,zmp:0000000624,ENSMUSG00000053553,3110082I17Rik
ENSDARG00000114915,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000114915,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000102772,klhdc3,ENSMUSG00000063576,Klhdc3
ENSDARG00000110206,CABZ01085887.1,ENSMUSG00000054728,Phactr1
ENSDARG00000102587,mios,ENSMUSG00000042447,Mios
ENSDARG00000101441,lima1a,ENSMUSG00000023022,Lima1
ENSDARG00000090486,lipcb,ENSMUSG00000032207,Lipc
ENSDARG00000111722,ftr36,ENSMUSG00000094311,Rfpl4b
ENSDARG00000111722,ftr36,ENSMUSG00000020496,Rnf187
ENSDARG00000111722,ftr36,ENSMUSG00000035191,Rfpl4
ENSDARG00000087767,CABZ01074298.1,ENSMUSG00000030866,Ern2
ENSDARG00000083336,dre-mir-210,ENSMUSG00000065551,Mir210
ENSDARG00000025309,dpf3,ENSMUSG00000021221,Dpf3
ENSDARG00000101366,gpr1,ENSMUSG00000046856,Gpr1
ENSDARG00000036864,slc34a2b,ENSMUSG00000029188,Slc34a2
ENSDARG00000107444,hrh2a,ENSMUSG00000034987,Hrh2
ENSDARG00000090988,larsa,ENSMUSG00000024493,Lars
ENSDARG00000077018,socs7,ENSMUSG00000038485,Socs7
ENSDARG00000091326,cep120,ENSMUSG00000048799,Cep120
ENSDARG00000069244,si:ch211-244b2.3,ENSMUSG00000047749,Zc3hav1l
ENSDARG00000016754,tbca,ENSMUSG00000042043,Tbca
ENSDARG00000094832,F13A1 (1 of many),ENSMUSG00000039109,F13a1
ENSDARG00000112895,FO834857.1,ENSMUSG00000062175,Tgif2
ENSDARG00000028348,pax3b,ENSMUSG00000004872,Pax3
ENSDARG00000103190,psmd2,ENSMUSG00000006998,Psmd2
ENSDARG00000080823,RF00045,ENSMUSG00000065181,Gm25139
ENSDARG00000080823,RF00045,ENSMUSG00000089531,Gm25162
ENSDARG00000042725,cebpb,ENSMUSG00000056501,Cebpb
ENSDARG00000110032,SAMD5,ENSMUSG00000060487,Samd5
ENSDARG00000098538,CABZ01112049.1,ENSMUSG00000047730,Fcgbp
ENSDARG00000098538,CABZ01112049.1,ENSMUSG00000078776,9530053A07Rik
ENSDARG00000010654,arhgap42b,ENSMUSG00000050730,Arhgap42
ENSDARG00000100875,GAN,ENSMUSG00000052557,Gan
ENSDARG00000023797,ryr1b,ENSMUSG00000030592,Ryr1
ENSDARG00000105128,dre-mir-193a-2,ENSMUSG00000065395,Mir193a
ENSDARG00000103311,fbln1,ENSMUSG00000006369,Fbln1
ENSDARG00000020043,cnot8,ENSMUSG00000020515,Cnot8
ENSDARG00000099702,ahrra,ENSMUSG00000021575,Ahrr
ENSDARG00000098694,FQ311908.1,ENSMUSG00000033965,Slc16a2
ENSDARG00000040041,mcm4,ENSMUSG00000022673,Mcm4
ENSDARG00000069143,map3k7cl,ENSMUSG00000025610,Map3k7cl
ENSDARG00000099406,lrit1b,ENSMUSG00000041044,Lrit1
ENSDARG00000074014,zgc:194275,ENSMUSG00000022525,Hrasls
ENSDARG00000103791,nme2b.1,ENSMUSG00000037601,Nme1
ENSDARG00000103467,limk1a,ENSMUSG00000029674,Limk1
ENSDARG00000103135,stoml2,ENSMUSG00000028455,Stoml2
ENSDARG00000102474,dusp16,ENSMUSG00000030203,Dusp16
ENSDARG00000061956,sytl2a,ENSMUSG00000030616,Sytl2
ENSDARG00000076041,wwc1,ENSMUSG00000018849,Wwc1
ENSDARG00000061505,mrps9,ENSMUSG00000060679,Mrps9
ENSDARG00000006206,pou4f3,ENSMUSG00000024497,Pou4f3
ENSDARG00000043249,irf1b,ENSMUSG00000018899,Irf1
ENSDARG00000090770,FO834800.1,ENSMUSG00000047098,Rnf31
ENSDARG00000090064,CABZ01084273.1,ENSMUSG00000054013,Tmem179
ENSDARG00000103727,tfr2,ENSMUSG00000029716,Tfr2
ENSDARG00000053953,myadml2,ENSMUSG00000025141,Myadml2
ENSDARG00000103739,bahcc1a,ENSMUSG00000039741,Bahcc1
ENSDARG00000101749,zgc:92161,ENSMUSG00000022947,Cbr3
ENSDARG00000101749,zgc:92161,ENSMUSG00000016194,Hsd11b1
ENSDARG00000101749,zgc:92161,ENSMUSG00000022210,Dhrs4
ENSDARG00000101749,zgc:92161,ENSMUSG00000022209,Dhrs2
ENSDARG00000098720,FP245456.1,ENSMUSG00000015568,Lpl
ENSDARG00000102631,hoxc11b,ENSMUSG00000042499,Hoxd11
ENSDARG00000081926,RF00133,ENSMUSG00000084445,Gm26252
ENSDARG00000021997,cfap206,ENSMUSG00000028294,Cfap206
ENSDARG00000056855,gatc,ENSMUSG00000029536,Gatc
ENSDARG00000078302,brinp1,ENSMUSG00000028351,Brinp1
ENSDARG00000114823,LO018148.1,ENSMUSG00000030084,Plxna1
ENSDARG00000101139,agpat2,ENSMUSG00000026922,Agpat2
ENSDARG00000102657,lman2la,ENSMUSG00000001143,Lman2l
ENSDARG00000103350,trim24,ENSMUSG00000029833,Trim24
ENSDARG00000090632,BX601644.1,ENSMUSG00000031304,Il2rg
ENSDARG00000090632,BX601644.1,ENSMUSG00000092463,Gm20489
ENSDARG00000090632,BX601644.1,ENSMUSG00000005465,Il27ra
ENSDARG00000069113,dbn1,ENSMUSG00000034675,Dbn1
ENSDARG00000098650,iqgap3,ENSMUSG00000028068,Iqgap3
ENSDARG00000033635,NPFFR2,ENSMUSG00000035528,Npffr2
ENSDARG00000018283,cyba,ENSMUSG00000006519,Cyba
ENSDARG00000019487,tmx1,ENSMUSG00000021072,Tmx1
ENSDARG00000018825,tmem248,ENSMUSG00000053094,Tmem248
ENSDARG00000080351,RF00413,ENSMUSG00000064556,Gm24625
ENSDARG00000080351,RF00413,ENSMUSG00000095530,Snora19
ENSDARG00000080351,RF00413,ENSMUSG00000095097,Gm23658
ENSDARG00000081946,RF00581,ENSMUSG00000077698,Snord12
ENSDARG00000018773,hivep2b,ENSMUSG00000015501,Hivep2
ENSDARG00000112045,AXL,ENSMUSG00000002602,Axl
ENSDARG00000088255,smoc1,ENSMUSG00000021136,Smoc1
ENSDARG00000080174,dre-mir-124-5,ENSMUSG00000065597,Mir124a-1
ENSDARG00000081608,dre-mir-216a,ENSMUSG00000076318,Mir216b
ENSDARG00000081608,dre-mir-216a,ENSMUSG00000065539,Mir216a
ENSDARG00000115550,FP015862.4,ENSMUSG00000094311,Rfpl4b
ENSDARG00000115550,FP015862.4,ENSMUSG00000020496,Rnf187
ENSDARG00000115550,FP015862.4,ENSMUSG00000035191,Rfpl4
ENSDARG00000115550,FP015862.4,ENSMUSG00000075122,Cd80
ENSDARG00000079605,prmt5,ENSMUSG00000023110,Prmt5
ENSDARG00000077782,acer2,ENSMUSG00000038007,Acer2
ENSDARG00000083254,RF00152,ENSMUSG00000065160,Mir5117
ENSDARG00000081648,RF00410,ENSMUSG00000065336,Snora34
ENSDARG00000081648,RF00410,ENSMUSG00000064960,Gm24406
ENSDARG00000101670,kntc1,ENSMUSG00000029414,Kntc1
ENSDARG00000107527,slc18a3b,ENSMUSG00000100241,Slc18a3
ENSDARG00000116964,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000116964,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000104792,dntt,ENSMUSG00000025014,Dntt
ENSDARG00000115248,CDK2AP1,ENSMUSG00000078154,Gm12184
ENSDARG00000115248,CDK2AP1,ENSMUSG00000029394,Cdk2ap1
ENSDARG00000104282,dcc,ENSMUSG00000060534,Dcc
ENSDARG00000082871,RF00015,ENSMUSG00000084435,Gm23429
ENSDARG00000032627,SCYL2,ENSMUSG00000069539,Scyl2
ENSDARG00000043371,mdh2,ENSMUSG00000019179,Mdh2
ENSDARG00000074808,megf6b,ENSMUSG00000057751,Megf6
ENSDARG00000080987,RF00030,ENSMUSG00000088088,Rmrp
ENSDARG00000100315,slc15a1a,ENSMUSG00000025557,Slc15a1
ENSDARG00000115165,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000115165,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000068086,psmb11b,ENSMUSG00000072423,Psmb11
ENSDARG00000115011,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000115011,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000115833,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000115833,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000079472,CABZ01071020.1,ENSMUSG00000021675,F2rl2
ENSDARG00000013933,XRCC2,ENSMUSG00000028933,Xrcc2
ENSDARG00000115154,RF00276,ENSMUSG00000093009,Snord52
ENSDARG00000099570,RF00001,ENSMUSG00000089564,Gm24664
ENSDARG00000099570,RF00001,ENSMUSG00000089459,Gm24222
ENSDARG00000084449,RF00429,ENSMUSG00000077769,Gm25215
ENSDARG00000084449,RF00429,ENSMUSG00000065105,Gm26130
ENSDARG00000084449,RF00429,ENSMUSG00000065061,Gm22884
ENSDARG00000068110,CABZ01079818.1,ENSMUSG00000044216,Kcnj4
ENSDARG00000115434,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000115434,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000099824,nots,ENSMUSG00000024738,Pga5
ENSDARG00000112420,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000112420,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000098078,dre-mir-18a,ENSMUSG00000065403,Mir18
ENSDARG00000082458,dre-mir-129-4,ENSMUSG00000106336,Mir129b
ENSDARG00000102831,fam193b,ENSMUSG00000021495,Fam193b
ENSDARG00000102483,numa1,ENSMUSG00000066306,Numa1
ENSDARG00000080840,RF00396,ENSMUSG00000064600,Gm25636
ENSDARG00000080840,RF00396,ENSMUSG00000092764,Gm23362
ENSDARG00000080840,RF00396,ENSMUSG00000092819,Gm23639
ENSDARG00000080840,RF00396,ENSMUSG00000088397,Gm26311
ENSDARG00000077039,esama,ENSMUSG00000001946,Esam
ENSDARG00000113730,RF00015,ENSMUSG00000084435,Gm23429
ENSDARG00000077804,hgsnat,ENSMUSG00000037260,Hgsnat
ENSDARG00000058732,scgn,ENSMUSG00000021337,Scgn
ENSDARG00000021112,c1d,ENSMUSG00000000581,C1d
ENSDARG00000109514,RF00096,ENSMUSG00000088519,Gm24439
ENSDARG00000109514,RF00096,ENSMUSG00000089313,Gm23182
ENSDARG00000042737,slc52a3,ENSMUSG00000027463,Slc52a3
ENSDARG00000111669,si:ch73-267c23.10,ENSMUSG00000017707,Serinc3
ENSDARG00000077155,si:ch211-157p22.10,ENSMUSG00000029452,Tmem116
ENSDARG00000111322,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000111322,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000116916,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000116916,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000030583,foxk2,ENSMUSG00000039275,Foxk2
ENSDARG00000057583,prrc2c,ENSMUSG00000040225,Prrc2c
ENSDARG00000115906,FP016005.2,ENSMUSG00000064302,Clasp1
ENSDARG00000099947,CABZ01109019.1,ENSMUSG00000046733,Gprc5a
ENSDARG00000099947,CABZ01109019.1,ENSMUSG00000030205,Gprc5d
ENSDARG00000083597,dre-mir-22a,ENSMUSG00000065529,Mir22
ENSDARG00000100307,adamts5,ENSMUSG00000022894,Adamts5
ENSDARG00000101736,CABZ01113816.1,ENSMUSG00000032673,Prorsd1
ENSDARG00000111612,mapkapk3,ENSMUSG00000032577,Mapkapk3
ENSDARG00000102336,SLC5A7,ENSMUSG00000023945,Slc5a7
ENSDARG00000100791,tril,ENSMUSG00000043496,Tril
ENSDARG00000059150,tmem107,ENSMUSG00000020895,Tmem107
ENSDARG00000038348,pigh,ENSMUSG00000021120,Pigh
ENSDARG00000115805,GGT7,ENSMUSG00000027603,Ggt7
ENSDARG00000075400,fbxo33,ENSMUSG00000035329,Fbxo33
ENSDARG00000101026,CABZ01038709.1,ENSMUSG00000091228,Gm20390
ENSDARG00000088083,sik3,ENSMUSG00000034135,Sik3
ENSDARG00000008703,apeh,ENSMUSG00000032590,Apeh
ENSDARG00000067814,zmp:0000001127,ENSMUSG00000027776,Il12a
ENSDARG00000041592,dcun1d2b,ENSMUSG00000038506,Dcun1d2
ENSDARG00000075892,bag6,ENSMUSG00000024392,Bag6
ENSDARG00000052978,mbnl1,ENSMUSG00000027763,Mbnl1
ENSDARG00000100060,exosc7,ENSMUSG00000025785,Exosc7
ENSDARG00000002483,wnt7ab,ENSMUSG00000030093,Wnt7a
ENSDARG00000104717,tbxa2r,ENSMUSG00000034881,Tbxa2r
ENSDARG00000100478,TULP1,ENSMUSG00000037446,Tulp1
ENSDARG00000040668,lrrc51,ENSMUSG00000064307,Lrrc51
ENSDARG00000101379,mfsd1,ENSMUSG00000027775,Mfsd1
ENSDARG00000098913,faslg,ENSMUSG00000000817,Fasl
ENSDARG00000104069,rnf170,ENSMUSG00000109850,Gm45692
ENSDARG00000104069,rnf170,ENSMUSG00000013878,Rnf170
ENSDARG00000017140,zgc:63587,ENSMUSG00000034219,Sept14
ENSDARG00000099222,prpsap1,ENSMUSG00000015869,Prpsap1
ENSDARG00000111980,LO018585.1,ENSMUSG00000003378,Grik5
ENSDARG00000102568,si:ch73-106k19.2,ENSMUSG00000071633,Gm4952
ENSDARG00000102568,si:ch73-106k19.2,ENSMUSG00000063683,Glyat
ENSDARG00000102568,si:ch73-106k19.2,ENSMUSG00000091043,Glyatl3
ENSDARG00000102568,si:ch73-106k19.2,ENSMUSG00000024694,Keg1
ENSDARG00000112168,CABZ01112387.1,ENSMUSG00000022443,Myh9
ENSDARG00000036567,aanat1,ENSMUSG00000020804,Aanat
ENSDARG00000100052,cckb,ENSMUSG00000032532,Cck
ENSDARG00000090072,CU462878.1,ENSMUSG00000029149,Krtcap3
ENSDARG00000103261,CABZ01038699.1,ENSMUSG00000020604,Arsg
ENSDARG00000063518,zgc:153913,ENSMUSG00000055003,Lrtm2
ENSDARG00000056652,SLC22A7 (1 of many),ENSMUSG00000067144,Slc22a7
ENSDARG00000069773,nitr1b,ENSMUSG00000076863,Trav21-dv12
ENSDARG00000069773,nitr1b,ENSMUSG00000076758,Trav1
ENSDARG00000069773,nitr1b,ENSMUSG00000076928,Trac
ENSDARG00000069773,nitr1b,ENSMUSG00000076759,Trav2
ENSDARG00000069773,nitr1b,ENSMUSG00000096106,Trav5d-4
ENSDARG00000069773,nitr1b,ENSMUSG00000096168,Trav5n-4
ENSDARG00000069773,nitr1b,ENSMUSG00000095607,Trav5-4
ENSDARG00000069773,nitr1b,ENSMUSG00000076761,Trav5-1
ENSDARG00000069773,nitr1b,ENSMUSG00000094792,Trav10d
ENSDARG00000069773,nitr1b,ENSMUSG00000096551,Trav10
ENSDARG00000069773,nitr1b,ENSMUSG00000095646,Trav10n
ENSDARG00000069773,nitr1b,ENSMUSG00000076760,Trav3-1
ENSDARG00000069773,nitr1b,ENSMUSG00000076858,Trav3-4
ENSDARG00000069773,nitr1b,ENSMUSG00000094877,Trav3n-3
ENSDARG00000069773,nitr1b,ENSMUSG00000093953,Trav3d-3
ENSDARG00000069773,nitr1b,ENSMUSG00000094828,Trav3-3
ENSDARG00000069773,nitr1b,ENSMUSG00000095088,Trav11d
ENSDARG00000069773,nitr1b,ENSMUSG00000096615,Trav11
ENSDARG00000069773,nitr1b,ENSMUSG00000076864,Trdv1
ENSDARG00000069773,nitr1b,ENSMUSG00000076821,Trav8n-2
ENSDARG00000069773,nitr1b,ENSMUSG00000076795,Trav8d-2
ENSDARG00000069773,nitr1b,ENSMUSG00000076770,Trav8d-1
ENSDARG00000069773,nitr1b,ENSMUSG00000076831,Trav8-1
ENSDARG00000069773,nitr1b,ENSMUSG00000076866,Trdv2-2
ENSDARG00000103957,aamdc,ENSMUSG00000035642,Aamdc
ENSDARG00000075857,pgs1,ENSMUSG00000017715,Pgs1
ENSDARG00000079979,fam89a,ENSMUSG00000043068,Fam89a
ENSDARG00000111137,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000111137,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000083760,RF00478,ENSMUSG00000087968,Gm25395
ENSDARG00000083760,RF00478,ENSMUSG00000089281,Scarna6
ENSDARG00000105114,crebrf,ENSMUSG00000048249,Crebrf
ENSDARG00000055574,FOXN2 (1 of many),ENSMUSG00000034998,Foxn2
ENSDARG00000078922,CR790388.1,ENSMUSG00000050875,Minar2
ENSDARG00000063604,coro2bb,ENSMUSG00000041729,Coro2b
ENSDARG00000115429,RF00392,ENSMUSG00000065686,Snora5c
ENSDARG00000115429,RF00392,ENSMUSG00000065750,Gm23346
ENSDARG00000115429,RF00392,ENSMUSG00000065669,Gm22581
ENSDARG00000115429,RF00392,ENSMUSG00000065799,Gm25517
ENSDARG00000076361,CABZ01039859.1,ENSMUSG00000013418,B4galnt2
ENSDARG00000111813,RF01848,ENSMUSG00000099291,Rnu3b3
ENSDARG00000111813,RF01848,ENSMUSG00000104921,Gm23927
ENSDARG00000111813,RF01848,ENSMUSG00000065870,Rnu3a
ENSDARG00000111813,RF01848,ENSMUSG00000105037,Gm25203
ENSDARG00000111813,RF01848,ENSMUSG00000104896,Rnu3b4
ENSDARG00000111813,RF01848,ENSMUSG00000105115,Rnu3b2
ENSDARG00000111813,RF01848,ENSMUSG00000104827,Gm24826
ENSDARG00000111813,RF01848,ENSMUSG00000098943,Rnu3b1
ENSDARG00000088069,CR759879.1,ENSMUSG00000074896,Ifit3
ENSDARG00000088069,CR759879.1,ENSMUSG00000045932,Ifit2
ENSDARG00000088069,CR759879.1,ENSMUSG00000079339,Ifit1bl1
ENSDARG00000088069,CR759879.1,ENSMUSG00000062488,Ifit3b
ENSDARG00000088069,CR759879.1,ENSMUSG00000034459,Ifit1
ENSDARG00000088069,CR759879.1,ENSMUSG00000067297,Ifit1bl2
ENSDARG00000100487,nploc4,ENSMUSG00000039703,Nploc4
ENSDARG00000041332,tmem33,ENSMUSG00000037720,Tmem33
ENSDARG00000104367,zgc:194469,ENSMUSG00000025888,Casp1
ENSDARG00000087203,stk39,ENSMUSG00000027030,Stk39
ENSDARG00000114781,RF00392,ENSMUSG00000065686,Snora5c
ENSDARG00000114781,RF00392,ENSMUSG00000065750,Gm23346
ENSDARG00000114781,RF00392,ENSMUSG00000065669,Gm22581
ENSDARG00000114781,RF00392,ENSMUSG00000065799,Gm25517
ENSDARG00000111125,FP102888.2,ENSMUSG00000051124,Gimap9
ENSDARG00000111125,FP102888.2,ENSMUSG00000090019,Gimap1
ENSDARG00000111125,FP102888.2,ENSMUSG00000047867,Gimap6
ENSDARG00000111125,FP102888.2,ENSMUSG00000054435,Gimap4
ENSDARG00000100499,cpeb4b,ENSMUSG00000039782,Cpeb2
ENSDARG00000111278,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000111278,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000099478,hs2st1a,ENSMUSG00000040151,Hs2st1
ENSDARG00000081379,RF00096,ENSMUSG00000088519,Gm24439
ENSDARG00000081379,RF00096,ENSMUSG00000089313,Gm23182
ENSDARG00000089303,BX572619.1,ENSMUSG00000035372,1810055G02Rik
ENSDARG00000082462,dre-mir-27d,ENSMUSG00000065475,Mir27b
ENSDARG00000112530,RF00392,ENSMUSG00000065686,Snora5c
ENSDARG00000112530,RF00392,ENSMUSG00000065750,Gm23346
ENSDARG00000112530,RF00392,ENSMUSG00000065669,Gm22581
ENSDARG00000112530,RF00392,ENSMUSG00000065799,Gm25517
ENSDARG00000113332,CABZ01084501.2,ENSMUSG00000033335,Dnm2
ENSDARG00000113358,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000113358,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000082891,RF00150,ENSMUSG00000064540,Snord42a
ENSDARG00000082891,RF00150,ENSMUSG00000065676,Snord42b
ENSDARG00000113608,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000113608,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000077605,frrs1b,ENSMUSG00000033386,Frrs1
ENSDARG00000116097,RF00276,ENSMUSG00000093009,Snord52
ENSDARG00000103017,xkr5a,ENSMUSG00000039814,Xkr5
ENSDARG00000069473,frem1a,ENSMUSG00000059049,Frem1
ENSDARG00000080523,RF01299,ENSMUSG00000088524,Snord2
ENSDARG00000013389,gabra4,ENSMUSG00000029211,Gabra4
ENSDARG00000116774,CABZ01035279.1,ENSMUSG00000071533,Pcnp
ENSDARG00000086756,RGS9BP,ENSMUSG00000056043,Rgs9bp
ENSDARG00000078378,unm_sa808,ENSMUSG00000026942,Traf2
ENSDARG00000052110,mboat4,ENSMUSG00000071113,Mboat4
ENSDARG00000078178,art4,ENSMUSG00000030996,Art1
ENSDARG00000078178,art4,ENSMUSG00000030651,Art2b
ENSDARG00000078178,art4,ENSMUSG00000034842,Art3
ENSDARG00000078178,art4,ENSMUSG00000092517,Art2a
ENSDARG00000078178,art4,ENSMUSG00000070424,Art5
ENSDARG00000078178,art4,ENSMUSG00000030217,Art4
ENSDARG00000052400,gpr6,ENSMUSG00000046922,Gpr6
ENSDARG00000043842,si:ch73-111k22.2,ENSMUSG00000031983,2310022B05Rik
ENSDARG00000100786,PLCB4,ENSMUSG00000039943,Plcb4
ENSDARG00000098984,pid1,ENSMUSG00000045658,Pid1
ENSDARG00000100872,otud1,ENSMUSG00000043415,Otud1
ENSDARG00000110186,LO018535.1,ENSMUSG00000035498,Cdcp1
ENSDARG00000059361,slc39a4,ENSMUSG00000063354,Slc39a4
ENSDARG00000098670,map4k4,ENSMUSG00000026074,Map4k4
ENSDARG00000098231,hhex,ENSMUSG00000024986,Hhex
ENSDARG00000059466,wasf3a,ENSMUSG00000029636,Wasf3
ENSDARG00000115480,CABZ01005857.1,ENSMUSG00000073568,Arl14epl
ENSDARG00000102877,bphl,ENSMUSG00000038286,Bphl
ENSDARG00000058318,c1qtnf9,ENSMUSG00000071347,C1qtnf9
ENSDARG00000076824,CCKBR,ENSMUSG00000030898,Cckbr
ENSDARG00000102953,ints4,ENSMUSG00000025133,Ints4
ENSDARG00000114508,tmem101,ENSMUSG00000020921,Tmem101
ENSDARG00000116978,CABZ01010830.1,ENSMUSG00000027942,4933434E20Rik
ENSDARG00000016044,gins4,ENSMUSG00000031546,Gins4
ENSDARG00000080924,RF00152,ENSMUSG00000065160,Mir5117
ENSDARG00000014682,tmem26b,ENSMUSG00000060044,Tmem26
ENSDARG00000102206,stc2b,ENSMUSG00000020303,Stc2
ENSDARG00000083400,RF00045,ENSMUSG00000065181,Gm25139
ENSDARG00000083400,RF00045,ENSMUSG00000089531,Gm25162
ENSDARG00000076702,CABZ01068356.1,ENSMUSG00000037126,Psd
ENSDARG00000101800,CABZ01088271.1,ENSMUSG00000063179,Pstk
ENSDARG00000113364,CABZ01074307.2,ENSMUSG00000020124,Usp15
ENSDARG00000103736,gramd2aa,ENSMUSG00000074259,Gramd2
ENSDARG00000114371,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000114371,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000079876,CU855878.1,ENSMUSG00000045912,C2cd4c
ENSDARG00000098186,TMEM19,ENSMUSG00000069520,Tmem19
ENSDARG00000103333,baiap2b,ENSMUSG00000025372,Baiap2
ENSDARG00000116175,RF00276,ENSMUSG00000093009,Snord52
ENSDARG00000026834,cdr2l,ENSMUSG00000050910,Cdr2l
ENSDARG00000103288,PDPR,ENSMUSG00000033624,Pdpr
ENSDARG00000110640,RF00026,ENSMUSG00000065798,Gm25518
ENSDARG00000110640,RF00026,ENSMUSG00000064632,Gm25142
ENSDARG00000088906,CABZ01059403.1,ENSMUSG00000051124,Gimap9
ENSDARG00000088906,CABZ01059403.1,ENSMUSG00000090019,Gimap1
ENSDARG00000088906,CABZ01059403.1,ENSMUSG00000047867,Gimap6
ENSDARG00000088906,CABZ01059403.1,ENSMUSG00000054435,Gimap4
ENSDARG00000104596,gtf2a1l,ENSMUSG00000033855,Ston1
ENSDARG00000084543,RF01233,ENSMUSG00000088323,Gm25663
ENSDARG00000084543,RF01233,ENSMUSG00000088735,Gm23897
ENSDARG00000084543,RF01233,ENSMUSG00000088308,Gm24507
ENSDARG00000062021,ccdc181,ENSMUSG00000026578,Ccdc181
ENSDARG00000098249,asmt,ENSMUSG00000093806,Asmt
ENSDARG00000039385,dlg4b,ENSMUSG00000020886,Dlg4
ENSDARG00000100466,nrl,ENSMUSG00000040632,Nrl
ENSDARG00000102896,jmjd6,ENSMUSG00000056962,Jmjd6
ENSDARG00000099747,CABZ01111953.1,ENSMUSG00000040875,Osbpl10
ENSDARG00000100151,appl2,ENSMUSG00000051786,Tubgcp6
ENSDARG00000100188,RNPS1,ENSMUSG00000034681,Rnps1
ENSDARG00000063578,DGKI,ENSMUSG00000038665,Dgki
ENSDARG00000109869,zgc:174719,ENSMUSG00000029651,Mtus2
ENSDARG00000059475,camsap3,ENSMUSG00000044433,Camsap3
ENSDARG00000100848,RF00001,ENSMUSG00000088010,Gm23740
ENSDARG00000045959,csf3r,ENSMUSG00000028859,Csf3r
ENSDARG00000085497,RF00009,ENSMUSG00000088093,Gm22811
ENSDARG00000085497,RF00009,ENSMUSG00000088874,Gm25863
ENSDARG00000085497,RF00009,ENSMUSG00000093189,Gm25694
ENSDARG00000085497,RF00009,ENSMUSG00000088329,Gm25661
ENSDARG00000085497,RF00009,ENSMUSG00000088157,Gm26351
ENSDARG00000085497,RF00009,ENSMUSG00000088954,Gm24943
ENSDARG00000085497,RF00009,ENSMUSG00000087879,Gm26106
ENSDARG00000085497,RF00009,ENSMUSG00000087719,Gm26464
ENSDARG00000085497,RF00009,ENSMUSG00000089229,Gm25043
ENSDARG00000085497,RF00009,ENSMUSG00000089408,Gm24885
ENSDARG00000085497,RF00009,ENSMUSG00000087775,Rprl2
ENSDARG00000085497,RF00009,ENSMUSG00000088025,Rprl3
